listing_url,featured
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qh341,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00po146,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pi244,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pi237,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qd371,True
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00ps925,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00px072,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk677,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk655,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt178,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ph872,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pz182,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pg375,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pg355,False
https://garasi.id/mobil-bekas/2017-toyota-kijang-innova/00qf104,True
https://garasi.id/mobil-bekas/2017-toyota-kijang-innova/00qg227,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pf564,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pf541,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pb964,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pb931,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pb074,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pb033,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pa986,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00oz873,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qg462,True
https://garasi.id/mobil-bekas/2017-toyota-kijang-innova/00pa914,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00oy863,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qi454,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qg064,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pz233,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw172,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw170,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw150,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw146,False
https://garasi.id/mobil-bekas/2017-toyota-kijang-innova/00pa968,True
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qh251,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt858,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt857,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt856,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt845,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt844,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt843,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pn838,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00pe626,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qh420,True
https://garasi.id/mobil-bekas/2018-toyota-kijang-innova/00qh248,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00oy680,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ox767,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ox766,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ox765,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qf229,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ov924,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qg814,True
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qf045,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk514,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qj123,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qi343,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pm407,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qh461,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00po557,True
https://garasi.id/mobil-bekas/2017-toyota-kijang-innova/00qd372,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qg110,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qg044,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qe610,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pf887,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ow023,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00ow021,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qh924,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk857,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00pa965,True
https://garasi.id/mobil-bekas/2019-toyota-kijang-innova/00qg363,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk841,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk825,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk813,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pk800,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt033,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00qe958,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00px000,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw957,False
https://garasi.id/mobil-bekas/2018-toyota-kijang-innova/00ps992,True
https://garasi.id/mobil-bekas/2018-toyota-kijang-innova/00qg463,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw923,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw889,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw860,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw808,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw805,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pw798,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt657,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pt644,False
https://garasi.id/mobil-bekas/2018-toyota-kijang-innova/00qd442,True
https://garasi.id/mobil-bekas/2017-toyota-kijang-innova/00qd408,True
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pm111,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pm039,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pq222,False
https://garasi.id/mobil-bekas/2016-toyota-kijang-innova/00qf829,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pr200,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pd830,False
https://garasi.id/mobil-bekas/2015-toyota-kijang-innova/00pd798,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh383,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00qg732,True
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh266,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pv808,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qi360,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qh585,False
https://garasi.id/mobil-bekas/2015-toyota-calya/00qe394,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qi947,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qg574,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qb107,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qb101,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qa605,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qd705,True
https://garasi.id/mobil-bekas/2018-toyota-calya/00pd179,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00qa592,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00oz750,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qi234,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00qh560,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qi045,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pn371,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00px869,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pq455,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pq442,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pq434,False
https://garasi.id/mobil-bekas/2018-toyota-calya/00pd455,True
https://garasi.id/mobil-bekas/2018-toyota-calya/00ou769,True
https://garasi.id/mobil-bekas/2016-toyota-calya/00pe290,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00po975,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qb095,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00qa581,False
https://garasi.id/mobil-bekas/2017-toyota-calya/00oz758,False
https://garasi.id/mobil-bekas/2016-toyota-calya/00pu739,False
